instant,dteday,season,yr,mnth,holiday,weekday,workingday,is_weekend,weather_code,t1,t2,hum,wind_speed,cnt,n_hours,coverage
46,2016-02-15,3,1,2,0,1,1,0,3,3.6666666666666665,0.0625,75.45833333333333,16.3125,21789,24,1.0
47,2016-02-16,3,1,2,0,2,1,0,1,3.6666666666666665,1.8125,76.45833333333333,9.25,24386,24,1.0
48,2016-02-17,3,1,2,0,3,1,0,4,4.8125,2.0416666666666665,76.52083333333333,12.375,19034,24,1.0
49,2016-02-18,3,1,2,0,4,1,0,3,5.270833333333333,2.5625,71.95833333333333,13.208333333333334,23517,24,1.0
50,2016-02-19,3,1,2,0,5,1,0,3,6.208333333333333,2.875,78.95833333333333,19.541666666666668,22173,24,1.0
51,2016-02-20,3,1,2,0,6,0,1,4,11.173913043478262,10.08695652173913,80.82608695652173,27.956521739130434,10745,23,0.9583333333333334
52,2016-02-21,3,1,2,0,0,0,1,4,13.208333333333334,13.208333333333334,79.1875,30.791666666666668,14670,24,1.0
53,2016-02-22,3,1,2,0,1,1,0,4,9.041666666666666,7.1875,73.27083333333333,16.916666666666668,20463,24,1.0
54,2016-02-23,3,1,2,0,2,1,0,2,6.4375,4.5,68.04166666666667,10.895833333333334,25657,24,1.0
55,2016-02-24,3,1,2,0,3,1,0,1,3.8333333333333335,3.1875,69.47916666666667,4.770833333333333,25481,24,1.0
56,2016-02-25,3,1,2,0,4,1,0,3,3.1458333333333335,1.1666666666666667,69.27083333333333,8.583333333333334,24174,24,1.0
57,2016-02-26,3,1,2,0,5,1,0,2,3.9166666666666665,1.4583333333333333,68.6875,11.520833333333334,23580,24,1.0
58,2016-02-27,3,1,2,0,6,0,1,3,4.875,1.4583333333333333,62.979166666666664,17.770833333333332,14745,24,1.0
59,2016-02-28,3,1,2,0,0,0,1,3,5.0625,1.375,64.29166666666667,19.604166666666668,13451,24,1.0
60,2016-02-29,3,1,2,0,1,1,0,2,5.5,3.6875,65.54166666666667,9.333333333333334,23585,24,1.0
61,2016-03-01,0,1,3,0,2,1,0,4,9.354166666666666,7.166666666666667,80.02083333333333,25.333333333333332,20704,24,1.0
62,2016-03-02,0,1,3,0,3,1,0,4,6.3125,1.7916666666666667,72.1875,31.0,20635,24,1.0
63,2016-03-03,0,1,3,0,4,1,0,3,7.020833333333333,3.5625,67.64583333333333,21.791666666666668,24416,24,1.0
64,2016-03-04,0,1,3,0,5,1,0,4,6.083333333333333,3.1875,65.875,16.854166666666668,23970,24,1.0
65,2016-03-05,0,1,3,0,6,0,1,3,3.7916666666666665,0.6666666666666666,80.08333333333333,14.708333333333334,12215,24,1.0
66,2016-03-06,0,1,3,0,0,0,1,2,4.291666666666667,1.1875,74.54166666666667,14.0,12510,24,1.0
67,2016-03-07,0,1,3,0,1,1,0,3,4.791666666666667,1.7291666666666667,65.79166666666667,14.645833333333334,22672,24,1.0
68,2016-03-08,0,1,3,0,2,1,0,3,5.4375,2.625,71.39583333333333,15.0,23129,24,1.0
69,2016-03-09,0,1,3,0,3,1,0,7,8.020833333333334,5.229166666666667,86.83333333333333,17.0,19142,24,1.0
70,2016-03-10,0,1,3,0,4,1,0,3,6.791666666666667,5.375,83.39583333333333,7.520833333333333,23504,24,1.0
71,2016-03-11,0,1,3,0,5,1,0,1,5.104166666666667,3.7916666666666665,83.1875,7.208333333333333,20893,24,1.0
72,2016-03-12,0,1,3,0,6,0,1,2,6.9375,6.145833333333333,82.1875,6.229166666666667,21573,24,1.0
73,2016-03-13,0,1,3,0,0,0,1,3,5.333333333333333,2.7291666666666665,81.91666666666667,14.666666666666666,21687,24,1.0
74,2016-03-14,0,1,3,0,1,1,0,2,6.6875,3.2916666666666665,68.58333333333333,20.979166666666668,25448,24,1.0
75,2016-03-15,0,1,3,0,2,1,0,3,6.395833333333333,4.208333333333333,84.75,12.6875,25224,24,1.0
76,2016-03-16,0,1,3,0,3,1,0,3,7.291666666666667,3.75,73.85416666666667,22.083333333333332,25322,24,1.0
77,2016-03-17,0,1,3,0,4,1,0,1,6.416666666666667,4.416666666666667,70.79166666666667,12.166666666666666,27060,24,1.0
78,2016-03-18,0,1,3,0,5,1,0,3,5.666666666666667,3.125,81.5,12.354166666666666,23047,24,1.0
79,2016-03-19,0,1,3,0,6,0,1,4,7.208333333333333,4.395833333333333,72.0,16.1875,17903,24,1.0
80,2016-03-20,0,1,3,0,0,0,1,3,7.916666666666667,6.0,71.95833333333333,12.791666666666666,17043,24,1.0
81,2016-03-21,0,1,3,0,1,1,0,3,8.9375,8.041666666666666,68.6875,10.833333333333334,25852,24,1.0
82,2016-03-22,0,1,3,0,2,1,0,2,8.666666666666666,8.208333333333334,65.0625,6.0,29150,24,1.0
83,2016-03-23,0,1,3,0,3,1,0,3,8.8125,8.208333333333334,66.72916666666667,6.208333333333333,26837,24,1.0
84,2016-03-24,0,1,3,0,4,1,0,4,8.979166666666666,6.770833333333333,75.91666666666667,17.166666666666668,19329,24,1.0
85,2016-03-25,0,1,3,1,5,0,0,3,10.6875,9.270833333333334,66.39583333333333,14.125,25236,24,1.0
86,2016-03-26,0,1,3,0,6,0,1,3,10.81578947368421,9.5,79.6842105263158,22.57894736842105,10053,19,0.7916666666666666
87,2016-03-27,0,1,3,0,0,0,1,5,9.714285714285714,7.464285714285714,72.75,29.5,8123,14,0.5833333333333334
88,2016-03-28,0,1,3,1,1,0,0,4,8.875,5.645833333333333,72.70833333333333,34.625,10216,24,1.0
89,2016-03-29,0,1,3,0,2,1,0,3,8.5625,5.854166666666667,69.625,23.104166666666668,18814,24,1.0
90,2016-03-30,0,1,3,0,3,1,0,2,9.270833333333334,7.479166666666667,66.14583333333333,17.729166666666668,26516,24,1.0
91,2016-03-31,0,1,3,0,4,1,0,1,8.791666666666666,7.791666666666667,63.145833333333336,10.666666666666666,28304,24,1.0
92,2016-04-01,0,1,4,0,5,1,0,1,8.520833333333334,7.895833333333333,66.5,11.166666666666666,27137,24,1.0
93,2016-04-02,0,1,4,0,6,0,1,3,10.729166666666666,9.458333333333334,62.125,14.833333333333334,24367,24,1.0
94,2016-04-03,0,1,4,0,0,0,1,4,11.5625,11.041666666666666,77.54166666666667,11.3125,24941,24,1.0
95,2016-04-04,0,1,4,0,1,1,0,2,11.083333333333334,10.5,77.52083333333333,13.583333333333334,25109,24,1.0
96,2016-04-05,0,1,4,0,2,1,0,2,11.583333333333334,10.916666666666666,65.70833333333333,14.916666666666666,30575,24,1.0
97,2016-04-06,0,1,4,0,3,1,0,3,9.5,7.208333333333333,65.8125,26.4375,24002,24,1.0
98,2016-04-07,0,1,4,0,4,1,0,4,7.934782608695652,4.760869565217392,75.02173913043478,21.08695652173913,18358,23,0.9583333333333334
99,2016-04-08,0,1,4,0,5,1,0,2,9.583333333333334,8.4375,72.41666666666667,11.1875,27191,24,1.0
100,2016-04-09,0,1,4,0,6,0,1,3,8.979166666666666,7.0,70.6875,15.833333333333334,19704,24,1.0
101,2016-04-10,0,1,4,0,0,0,1,1,8.291666666666666,6.375,67.08333333333333,20.375,23418,24,1.0
102,2016-04-11,0,1,4,0,1,1,0,3,11.895833333333334,11.3125,78.625,16.041666666666668,24010,24,1.0
103,2016-04-12,0,1,4,0,2,1,0,3,12.166666666666666,11.604166666666666,66.5,12.895833333333334,30745,24,1.0
104,2016-04-13,0,1,4,0,3,1,0,1,12.5625,12.354166666666666,58.916666666666664,7.020833333333333,31762,24,1.0
105,2016-04-14,0,1,4,0,4,1,0,2,13.166666666666666,12.958333333333334,61.479166666666664,9.958333333333334,30611,24,1.0
106,2016-04-15,0,1,4,0,5,1,0,6,10.604166666666666,10.125,86.14583333333333,9.270833333333334,15761,24,1.0
107,2016-04-16,0,1,4,0,6,0,1,4,7.041666666666667,4.354166666666667,72.875,15.75,17571,24,1.0
108,2016-04-17,0,1,4,0,0,0,1,1,7.583333333333333,6.395833333333333,59.083333333333336,8.645833333333334,26885,24,1.0
109,2016-04-18,0,1,4,0,1,1,0,2,9.520833333333334,8.354166666666666,60.8125,17.083333333333332,28220,24,1.0
110,2016-04-19,0,1,4,0,2,1,0,2,11.291666666666666,10.354166666666666,61.541666666666664,12.854166666666666,33342,24,1.0
111,2016-04-20,0,1,4,0,3,1,0,1,9.125,7.645833333333333,72.27083333333333,19.125,34197,24,1.0
112,2016-04-21,0,1,4,0,4,1,0,1,10.625,9.479166666666666,67.3125,20.1875,31612,24,1.0
113,2016-04-22,0,1,4,0,5,1,0,4,9.125,6.833333333333333,74.16666666666667,19.479166666666668,20342,24,1.0
114,2016-04-23,0,1,4,0,6,0,1,2,7.604166666666667,5.395833333333333,64.54166666666667,13.6875,21762,24,1.0
115,2016-04-24,0,1,4,0,0,0,1,4,7.270833333333333,5.041666666666667,65.54166666666667,12.854166666666666,18597,24,1.0
116,2016-04-25,0,1,4,0,1,1,0,3,8.041666666666666,5.729166666666667,74.20833333333333,18.270833333333332,24149,24,1.0
117,2016-04-26,0,1,4,0,2,1,0,3,6.291666666666667,2.625,61.625,20.9375,27628,24,1.0
118,2016-04-27,0,1,4,0,3,1,0,4,6.5625,4.0625,63.270833333333336,13.75,28157,24,1.0
119,2016-04-28,0,1,4,0,4,1,0,2,7.9375,6.166666666666667,64.1875,16.958333333333332,28609,24,1.0
120,2016-04-29,0,1,4,0,5,1,0,3,8.583333333333334,5.708333333333333,60.4375,24.229166666666668,25385,24,1.0
121,2016-04-30,0,1,4,0,6,0,1,1,9.083333333333334,7.958333333333333,55.979166666666664,12.270833333333334,24698,24,1.0
122,2016-05-01,0,1,5,0,0,0,1,2,11.0,10.625,58.291666666666664,12.4375,29249,24,1.0
123,2016-05-02,0,1,5,1,1,0,0,4,12.708333333333334,12.583333333333334,76.125,20.770833333333332,19428,24,1.0
124,2016-05-03,0,1,5,0,2,1,0,1,11.708333333333334,10.854166666666666,54.375,14.645833333333334,31962,24,1.0
125,2016-05-04,0,1,5,0,3,1,0,1,13.270833333333334,13.0,46.916666666666664,11.0625,36182,24,1.0
126,2016-05-05,0,1,5,0,4,1,0,1,14.125,13.916666666666666,51.0,14.479166666666666,38684,24,1.0
127,2016-05-06,0,1,5,0,5,1,0,1,15.0625,14.9375,62.770833333333336,13.395833333333334,39589,24,1.0
128,2016-05-07,0,1,5,0,6,0,1,1,17.4375,17.375,63.354166666666664,13.3125,43819,24,1.0
129,2016-05-08,0,1,5,0,0,0,1,1,19.25,19.229166666666668,57.145833333333336,15.5625,44758,24,1.0
130,2016-05-09,0,1,5,0,1,1,0,3,17.708333333333332,17.645833333333332,65.72916666666667,16.145833333333332,30507,24,1.0
131,2016-05-10,0,1,5,0,2,1,0,5,15.833333333333334,15.833333333333334,91.10416666666669,14.958333333333334,21452,24,1.0
132,2016-05-11,0,1,5,0,3,1,0,5,16.083333333333332,16.083333333333332,91.35416666666669,9.958333333333334,27574,24,1.0
133,2016-05-12,0,1,5,0,4,1,0,2,17.708333333333332,17.625,69.8125,15.666666666666666,38082,24,1.0
134,2016-05-13,0,1,5,0,5,1,0,3,13.375,13.020833333333334,73.95833333333333,18.291666666666668,34706,24,1.0
135,2016-05-14,0,1,5,0,6,0,1,3,10.291666666666666,8.979166666666666,56.75,14.25,30046,24,1.0
136,2016-05-15,0,1,5,0,0,0,1,1,12.1875,11.958333333333334,58.270833333333336,12.395833333333334,34302,24,1.0
137,2016-05-16,0,1,5,0,1,1,0,2,14.166666666666666,14.104166666666666,62.1875,8.979166666666666,37045,24,1.0
138,2016-05-17,0,1,5,0,2,1,0,2,14.458333333333334,14.458333333333334,61.979166666666664,15.604166666666666,36445,24,1.0
139,2016-05-18,0,1,5,0,3,1,0,4,12.916666666666666,12.916666666666666,79.97916666666667,15.229166666666666,24111,24,1.0
140,2016-05-19,0,1,5,0,4,1,0,4,14.145833333333334,14.145833333333334,73.79166666666667,16.104166666666668,34267,24,1.0
141,2016-05-20,0,1,5,0,5,1,0,3,15.979166666666666,15.979166666666666,67.0,20.229166666666668,35674,24,1.0
142,2016-05-21,0,1,5,0,6,0,1,3,15.9375,15.9375,74.0625,19.25,26373,24,1.0
143,2016-05-22,0,1,5,0,0,0,1,3,15.166666666666666,15.166666666666666,67.47916666666667,9.416666666666666,30628,24,1.0
144,2016-05-23,0,1,5,0,1,1,0,2,15.145833333333334,15.145833333333334,61.604166666666664,15.166666666666666,35067,24,1.0
145,2016-05-24,0,1,5,0,2,1,0,2,12.9375,12.729166666666666,63.770833333333336,15.270833333333334,36184,24,1.0
146,2016-05-25,0,1,5,0,3,1,0,4,11.083333333333334,10.375,73.79166666666667,11.3125,31614,24,1.0
147,2016-05-26,0,1,5,0,4,1,0,2,14.354166666666666,14.354166666666666,68.72916666666667,9.833333333333334,37113,24,1.0
148,2016-05-27,0,1,5,0,5,1,0,1,15.104166666666666,15.104166666666666,71.5,15.604166666666666,35708,24,1.0
149,2016-05-28,0,1,5,0,6,0,1,2,14.354166666666666,14.3125,77.33333333333333,11.270833333333334,30831,24,1.0
150,2016-05-29,0,1,5,0,0,0,1,3,13.875,13.75,76.91666666666667,14.25,30760,24,1.0
151,2016-05-30,0,1,5,1,1,0,0,3,14.416666666666666,14.416666666666666,75.25,19.9375,23697,24,1.0
152,2016-05-31,0,1,5,0,2,1,0,4,12.5,12.5,84.97916666666667,23.604166666666668,16078,24,1.0
153,2016-06-01,1,1,6,0,3,1,0,4,12.75,12.75,89.25,17.583333333333332,26871,24,1.0
154,2016-06-02,1,1,6,0,4,1,0,3,11.375,11.291666666666666,83.25,20.020833333333332,28901,24,1.0
155,2016-06-03,1,1,6,0,5,1,0,3,11.291666666666666,10.5,84.89583333333333,12.270833333333334,29254,24,1.0
156,2016-06-04,1,1,6,0,6,0,1,3,15.145833333333334,15.145833333333334,87.14583333333333,8.604166666666666,29697,24,1.0
157,2016-06-05,1,1,6,0,0,0,1,2,16.416666666666668,16.416666666666668,79.14583333333333,12.0,40229,24,1.0
158,2016-06-06,1,1,6,0,1,1,0,2,15.895833333333334,15.833333333333334,70.16666666666667,14.333333333333334,39050,24,1.0
159,2016-06-07,1,1,6,0,2,1,0,2,17.5,17.5,72.20833333333333,8.458333333333334,34676,24,1.0
160,2016-06-08,1,1,6,0,3,1,0,4,18.479166666666668,18.479166666666668,73.29166666666667,7.375,34196,24,1.0
161,2016-06-09,1,1,6,0,4,1,0,2,15.604166666666666,15.604166666666666,75.375,11.354166666666666,41165,24,1.0
162,2016-06-10,1,1,6,0,5,1,0,1,17.645833333333332,17.583333333333332,64.22916666666667,10.020833333333334,39637,24,1.0
163,2016-06-11,1,1,6,0,6,0,1,3,18.166666666666668,18.166666666666668,73.5,7.0625,28628,24,1.0
164,2016-06-12,1,1,6,0,0,0,1,4,17.208333333333332,17.208333333333332,81.58333333333333,11.541666666666666,17841,24,1.0
165,2016-06-13,1,1,6,0,1,1,0,4,16.6875,16.6875,81.25,15.3125,27293,24,1.0
166,2016-06-14,1,1,6,0,2,1,0,4,16.166666666666668,16.166666666666668,81.125,16.875,29852,24,1.0
167,2016-06-15,1,1,6,0,3,1,0,2,16.479166666666668,16.479166666666668,68.14583333333333,15.916666666666666,37311,24,1.0
168,2016-06-16,1,1,6,0,4,1,0,3,16.020833333333332,16.020833333333332,75.5625,10.645833333333334,31110,24,1.0
169,2016-06-17,1,1,6,0,5,1,0,3,15.520833333333334,15.520833333333334,80.89583333333333,10.0,31641,24,1.0
170,2016-06-18,1,1,6,0,6,0,1,3,14.895833333333334,14.895833333333334,76.1875,11.208333333333334,29226,24,1.0
171,2016-06-19,1,1,6,0,0,0,1,3,16.958333333333332,16.958333333333332,72.6875,16.375,30954,24,1.0
172,2016-06-20,1,1,6,0,1,1,0,5,18.0625,18.0625,80.6875,20.375,22057,24,1.0
173,2016-06-21,1,1,6,0,2,1,0,2,18.770833333333332,18.770833333333332,65.66666666666667,16.125,38551,24,1.0
174,2016-06-22,1,1,6,0,3,1,0,3,19.145833333333332,19.145833333333332,78.91666666666667,11.270833333333334,36226,24,1.0
175,2016-06-23,1,1,6,0,4,1,0,5,19.9375,19.9375,89.95833333333333,10.604166666666666,24852,24,1.0
176,2016-06-24,1,1,6,0,5,1,0,2,19.444444444444443,19.444444444444443,59.0,21.666666666666668,18380,9,0.375
177,2016-06-25,1,1,6,0,6,0,1,4,16.0625,16.0625,73.45833333333333,13.5625,25939,24,1.0
178,2016-06-26,1,1,6,0,0,0,1,3,16.604166666666668,16.604166666666668,71.14583333333333,19.270833333333332,29112,24,1.0
179,2016-06-27,1,1,6,0,1,1,0,3,18.0625,18.0625,68.95833333333333,16.041666666666668,33299,24,1.0
180,2016-06-28,1,1,6,0,2,1,0,3,16.604166666666668,16.604166666666668,63.041666666666664,12.270833333333334,31288,24,1.0
181,2016-06-29,1,1,6,0,3,1,0,4,15.4375,15.4375,78.27083333333333,23.020833333333332,31210,24,1.0
182,2016-06-30,1,1,6,0,4,1,0,4,17.25,17.25,74.0625,18.416666666666668,35432,24,1.0
183,2016-07-01,1,1,7,0,5,1,0,3,16.770833333333332,16.770833333333332,73.29166666666667,22.270833333333332,27730,24,1.0
184,2016-07-02,1,1,7,0,6,0,1,2,15.479166666666666,15.479166666666666,65.8125,23.75,30322,24,1.0
185,2016-07-03,1,1,7,0,0,0,1,2,16.854166666666668,16.854166666666668,65.64583333333333,14.4375,33668,24,1.0
186,2016-07-04,1,1,7,0,1,1,0,2,17.458333333333332,17.458333333333332,71.9375,15.520833333333334,37221,24,1.0
187,2016-07-05,1,1,7,0,2,1,0,3,18.041666666666668,18.041666666666668,63.354166666666664,19.479166666666668,40463,24,1.0
188,2016-07-06,1,1,7,0,3,1,0,1,17.729166666666668,17.625,53.541666666666664,9.604166666666666,42412,24,1.0
189,2016-07-07,1,1,7,0,4,1,0,1,19.333333333333332,19.3125,59.895833333333336,14.375,39157,24,1.0
190,2016-07-08,1,1,7,0,5,1,0,2,19.625,19.625,66.1875,23.125,36842,24,1.0
191,2016-07-09,1,1,7,0,6,0,1,2,20.125,20.125,67.75,19.75,33968,24,1.0
192,2016-07-10,1,1,7,0,0,0,1,3,19.416666666666668,19.416666666666668,72.29166666666667,22.604166666666668,29135,24,1.0
193,2016-07-11,1,1,7,0,1,1,0,3,18.041666666666668,18.041666666666668,73.6875,22.0,32420,24,1.0
194,2016-07-12,1,1,7,0,2,1,0,4,15.708333333333334,15.708333333333334,78.5,15.395833333333334,29869,24,1.0
195,2016-07-13,1,1,7,0,3,1,0,4,15.479166666666666,15.479166666666666,70.4375,15.145833333333334,35691,24,1.0
196,2016-07-14,1,1,7,0,4,1,0,2,17.208333333333332,17.208333333333332,59.104166666666664,13.458333333333334,39923,24,1.0
197,2016-07-15,1,1,7,0,5,1,0,2,17.395833333333332,17.395833333333332,69.54166666666667,16.708333333333332,36601,24,1.0
198,2016-07-16,1,1,7,0,6,0,1,3,21.645833333333332,21.666666666666668,69.875,20.666666666666668,38349,24,1.0
199,2016-07-17,1,1,7,0,0,0,1,2,22.979166666666668,23.0,67.25,17.854166666666668,37769,24,1.0
200,2016-07-18,1,1,7,0,1,1,0,1,23.5,23.375,58.520833333333336,8.3125,43195,24,1.0
201,2016-07-19,1,1,7,0,2,1,0,1,24.645833333333332,24.729166666666668,62.604166666666664,14.458333333333334,46021,24,1.0
202,2016-07-20,1,1,7,0,3,1,0,1,24.979166666666668,25.041666666666668,59.0,19.041666666666668,44664,24,1.0
203,2016-07-21,1,1,7,0,4,1,0,2,20.8125,20.8125,61.875,11.104166666666666,41272,24,1.0
204,2016-07-22,1,1,7,0,5,1,0,3,21.125,21.125,66.91666666666667,8.9375,35996,24,1.0
205,2016-07-23,1,1,7,0,6,0,1,1,22.125,22.125,64.33333333333333,9.979166666666666,41466,24,1.0
206,2016-07-24,1,1,7,0,0,0,1,2,20.770833333333332,20.770833333333332,67.5,16.625,38553,24,1.0
207,2016-07-25,1,1,7,0,1,1,0,2,20.4375,20.104166666666668,58.916666666666664,18.416666666666668,40577,24,1.0
208,2016-07-26,1,1,7,0,2,1,0,2,19.75,19.729166666666668,61.208333333333336,14.145833333333334,42021,24,1.0
209,2016-07-27,1,1,7,0,3,1,0,4,20.458333333333332,20.458333333333332,71.83333333333333,16.958333333333332,33339,24,1.0
210,2016-07-28,1,1,7,0,4,1,0,2,19.045454545454547,19.045454545454547,66.0,12.045454545454543,31244,22,0.9166666666666666
211,2016-07-29,1,1,7,0,5,1,0,3,19.895833333333332,19.895833333333332,72.22916666666667,17.708333333333332,35353,24,1.0
212,2016-07-30,1,1,7,0,6,0,1,2,19.520833333333332,19.395833333333332,63.270833333333336,10.458333333333334,45608,24,1.0
213,2016-07-31,1,1,7,0,0,0,1,2,18.804347826086957,18.782608695652176,55.47826086956522,10.73913043478261,44678,23,0.9583333333333334
214,2016-08-01,1,1,8,0,1,1,0,3,16.8125,16.8125,67.875,12.583333333333334,29749,24,1.0
215,2016-08-02,1,1,8,0,2,1,0,5,18.854166666666668,18.854166666666668,86.77083333333333,17.3125,28593,24,1.0
216,2016-08-03,1,1,8,0,3,1,0,3,20.666666666666668,20.666666666666668,67.64583333333333,24.708333333333332,40268,24,1.0
217,2016-08-04,1,1,8,0,4,1,0,2,19.229166666666668,19.166666666666668,62.958333333333336,23.833333333333332,39082,24,1.0
218,2016-08-05,1,1,8,0,5,1,0,2,19.67391304347826,19.5,62.369565217391305,16.0,35991,23,0.9583333333333334
219,2016-08-06,1,1,8,0,6,0,1,1,20.5,20.5,58.729166666666664,14.354166666666666,41885,24,1.0
220,2016-08-07,1,1,8,0,0,0,1,2,21.645833333333332,21.645833333333332,64.6875,24.4375,38076,24,1.0
221,2016-08-08,1,1,8,0,1,1,0,2,18.354166666666668,18.354166666666668,54.333333333333336,21.416666666666668,37769,24,1.0
222,2016-08-09,1,1,8,0,2,1,0,1,16.75,16.75,52.208333333333336,16.354166666666668,39514,24,1.0
223,2016-08-10,1,1,8,0,3,1,0,1,16.229166666666668,16.229166666666668,59.104166666666664,14.4375,38430,24,1.0
224,2016-08-11,1,1,8,0,4,1,0,3,18.979166666666668,18.979166666666668,64.75,20.333333333333332,37626,24,1.0
225,2016-08-12,1,1,8,0,5,1,0,1,21.020833333333332,21.0,61.625,21.208333333333332,40159,24,1.0
